class,sms
ham,"['dunno', 'lei', 'i_', 'decid', 'lor', '.', 'abt', 'leon', '?', 'oop', 'tot', 'ben', 'going', 'n', 'msg', '.']"
ham,"['hi', '.', 'mov', 'in2', 'pub', '.', 'would', 'gre', '2', 'c', 'u', 'u', 'cud', 'com', '.']"
spam,"['today', 'vod', 'numb', 'end', '5226', 'select', 'receiv', '?', '350', 'award', '.', 'hav', 'match', 'pleas', 'cal', '08712300220', 'quot', 'claim', 'cod', '1131', 'standard', 'rat', 'ap']"
spam,"['mess', 'fre', '.', 'welcom', 'new', '&', 'improv', 'sex', '&', 'dog', 'club', '!', 'unsubscrib', 'serv', 'reply', 'stop', '.', 'msgs', '@', '150p', '18']"
ham,"['honeyb', 'said', ':', '*', ""'m"", 'sweetest', 'world', '*', 'god', 'laugh', '&', 'amp', ';', 'said', ':', '*', 'wait', ',', 'u', 'havnt', 'met', 'person', 'read', 'msg', '*', 'mor', ':', 'ev', 'god', 'crack', 'jok', '!', 'gm+gn+ge+gn', ':', ')']"
ham,"['ev', 'easy']"
spam,"['rct', ""'"", 'thnq', 'adr', 'u', 'text', '.', 'rgds', 'vat']"
ham,"['stop', 'cal', 'everyon', 'say', 'might', 'cant', '.', 'throat', 'hurt', 'talk', '.', 'ca', ""n't"", 'answ', 'everyon', 'cal', '.', 'get', 'on', 'cal', ""'m"", 'babysit', 'monday']"
ham,"[""'ll"", 'tough', ',', ""'ll""]"
ham,"['im', 'gonnamissu', 'much', '!', '!', 'would', 'say', 'il', 'send', 'u', 'postcard', 'butth', 'abouta', 'much', 'chant', 'merememberin', 'asth', 'ofs', 'breakin', 'contract', '!', '!', 'luv', 'yaxx']"
ham,"['ee', 'msg', 'na', 'poortiyag', 'odalebeku', ':', 'hanumanj', '7', 'nam', '1-hanuman', '2-bajarangabali', '3-maruti', '4-pavanaputra', '5-sankatmochan', '6-ramaduth', '7-mahaveer', 'ee', '7', 'nam', '&', 'lt', ';', '#', '&', 'gt', ';', 'janarig', 'ivat', 'kalisid', 'next', 'saturday', 'ol', 'ondu', 'good', 'new', 'keluvir', '...', '!', 'maret', 'ind', '1', 'dodd', 'probl', 'nall', 'siguvir', 'idu', 'matr', '&', 'lt', ';', '#', '&', 'gt', ';', '%', 'tru', '..', ""n't"", 'neglet', '.']"
ham,"['hi', 'darlin', 'fin', '3', 'u', '1', '2', 'pick', 'meet', '?', 'text', 'back', 'numb', 'luv', 'kat', 'xxx']"
ham,"['set', 'plac', 'heart', 'mind', ',', 'mind', 'easy', 'forget', 'heart', 'alway', 'rememb', '.', 'wish', 'happy', 'valentin', 'day', '!']"
ham,"[""'m"", 'surpr', 'stil', 'guess', 'right', 'lor', '...']"
ham,"['oky', 'i_', 'wan', 'meet', 'bish', '?', 'cos', 'bish', '.', ""'m"", 'driv', 'today', '.']"
ham,"['oh', 'ho', '.', 'first', 'tim', 'u', 'us', 'typ', 'word']"
ham,"['hi', 'darlin', 'work', 'u', 'get', 'troubl', '?', 'ijust', 'talk', 'mum', 'morn', '!', 'real', 'good', 'tim', 'last', 'night', 'im', 'goin', 'soon', 'cal', 'u']"
ham,"['know', 'serv', '.', 'mean', '.']"
ham,"['huh', '...', 'hyd', 'park', 'mel', 'ah', ',', 'op', ',', 'got', 'confus', '...', 'anyway', ',', 'tt', ""'s"", 'e', 'best', 'cho', 'den', 'juz', 'tak', '...']"
ham,"['oh', 'gei', '.', 'happend', 'tron', '.', 'mayb', 'il', 'dl', '3d']"
spam,"['fre', 'mess', 'act', '500', 'fre', 'text', 'mess', 'reply', 'mess', 'word', 'fre', 'term', '&', 'condit', ',', 'visit', 'www.07781482378.com']"
ham,"['know', 'girl', 'alway', 'saf', 'self', 'know', 'got', 'pa.', 'thank', '.', 'good', 'night', '.']"
ham,"['worry', ',', 'hop', 'photo', 'shoot', 'went', 'wel', '.', 'spiff', 'fun', 'work', '.']"
ham,"[""'m"", 'freez', 'crav', 'ic', '.', 'fml']"
ham,"['kay', '...', 'sint', 'already']"
ham,"['eh', 'sorry', 'leh', '...', 'din', 'c', 'ur', 'msg', '.', 'sad', 'already', 'lar', '.', 'watch', 'tv', '.', 'u', 'stil', 'off', '?']"
ham,"['yo', 'im', 'right', 'yo', 'work']"
ham,"['ok', 'darlin', 'supos', 'ok', 'worry', 'much.i', 'film', 'stuff', 'mat', 'babysit', '!', 'cal', 'there.xx']"
ham,"['said', ',', '``', 'u', 'mind', 'go', 'bedroom', 'minut', '?', '``', '``', 'ok', '``', ',', 'sed', 'sexy', 'mood', '.', 'cam', '5', 'minut', 'lat', 'wid', 'cak', '...', 'n', 'wif', ',']"
ham,"['wak', 'sint', '.', 'check', 'stuff', 'saw', 'tru', 'avail', 'spac', '.', 'pls', 'cal', 'embassy', 'send', 'mail', '.']"
ham,"['nop', '...', 'juz', 'work', '...']"
ham,"['huh', 'fast', '...', 'dat', 'mean', 'u', 'hav', 'fin', 'paint', '?']"
ham,"['numb', 'u', 'liv', '?', '11', '?']"
ham,"['put', 'party', '7', 'day', 'week', 'study', 'light', ',', 'think', 'nee', 'draw', 'custom', 'checkbox', 'know', ""'re"", 'hardc']"
ham,"['sac', 'scor', 'big', 'hundred.he', 'set', 'batsm', ':', '-', ')']"
ham,"['send', 'yetty', ""'s"", 'numb', 'pls', '.']"
ham,"['much', 'cost', 'approx', '.', 'per', 'mon', '.']"
ham,"['ok', '...', 'the', 'test', '?', 'i_', 'going', 'book', '?', 'think', ""'s"", '21', 'may', '.', 'coz', 'thought', 'wan', 'na', 'go', 'jiayin', '.', 'isnt', 'fre']"
spam,"['contact', 'dat', 'serv', 'someon', 'know', '!', 'find', ',', 'cal', 'land', 'lin', '09050000928.', 'pobox45w2tg150p']"
ham,"[""'s"", 'fin', ',', 'giv', 'cal', 'know', 'want', 'quest']"
ham,"['sorry', ',', 'got', 'lat', 'start', ',', ""'re"", 'way']"
ham,"['u', 'go', 'back', 'urself', 'lor', '...']"
ham,"['gas', 'stat', '.', 'go', '.']"
ham,"['k', ',', 'u', 'bor', 'com', 'hom', '..']"
ham,"['bab', '!', '!', '!', '!', 'lov', '!', '!', '!', '!', '*', 'cov', 'fac', 'kiss', '*']"
ham,"['lik', 'mad', 'throw', 'smok', 'friend', ""'s"", 'car', 'on', 'tim', ',', 'awesom']"
ham,"['stil', 'check', 'da', '.', '.', '.']"
ham,"['go', 'walmart', '.', 'i.ll', 'stay', '.']"
ham,"[""n't"", 'forgot', ',', 'might', 'coupl', 'buck', 'send', 'tomorrow', ',', 'k', '?', 'lov', 'ya']"
ham,"['oh', 'gre', '.', 'i.ll', 'disturb', 'talk', '.']"
ham,"['revers', 'che', '.', 'mathem', '.']"
ham,"['u', ""'re"", 'welcom', '...', 'caught', 'u', 'us', 'brok', 'engl', '...']"
ham,"['problem', 'baby', '.', 'good', 'tim', 'talk', '?', 'cal', 'left', 'mess', '.']"
ham,"['sorry', ',', ""'ll"", 'cal', 'lat']"
ham,"['oh', '!', 'brand', '?']"
ham,"['sorry', 'cant', 'tak', 'cal', 'right', '.', 'hap', 'r', '2waxsto', 'wat', 'want', '.', 'com', 'il', 'get', 'med', 'ins', '.', ""'ll"", 'abl', 'del', 'bas', 'car', '.', ""'m"", 'cur', 'shop', 'right', 'med', 'ins', '.', 'giv', 'til', 'friday', 'morn', '.', 'that', 'i.ll', 'see', 'maj', 'person', 'guid', 'right', 'ins', '.']"
ham,"['tim', 'com', '.']"
ham,"['cal', 'say', 'com', 'today', 'ok', 'tel', 'fool', 'lik', 'ok']"
ham,"['email', 'yifeng', 'part', 'ored', '..', 'i_', 'get', 'fr', '..']"
ham,"['r', 'u', 'sur', ""'ll"", 'understand', '!', 'win', '*', 'good', 'ide', 'slurp', '!']"
ham,"['minim', 'walk', '3miles', 'day', '.']"
ham,"['ok', 'problem', 'get', 'tax', '.', 'c', 'ing', 'tomorrow', 'tuesday', '.', 'tuesday', 'think', 'r', 'going', 'cinem', '.']"
ham,"['brainless', 'baby', 'dol', '..', ':', '-d', ';', '-', ')', ',', 'vehic', 'sariy', 'driv', 'madok', 'baroll', '..']"
ham,"[""n't"", 'run', 'away', 'frm', 'u', '...', 'walk', 'slow', '&', 'amp', ';', 'kil', 'u', ""n't"", 'car', 'enough', 'stop', '...']"
spam,"['sorry', 'miss', 'cal', 'let', ""'s"", 'talk', 'tim', '.', ""'m"", '07090201529']"
ham,"['pleas', 'attend', 'phon', ':', ')']"
ham,"['hat', '.', 'cal', 'didnt', 'acceiv', 'ev', 'singl', 'cal', 'min', '.', 'ev', 'mess']"
ham,"['mess', 'phon', '.', ""'m"", 'hold']"
ham,"['...', ""'m"", 'fre', '...']"
ham,"['yo', 'trip', 'got', 'postpon', ',', 'stil', 'stock', '?']"
ham,"['sorry', ',', ""'ll"", 'cal', 'lat']"
ham,"['wait', 'cal', 'sir', '.']"
ham,"['hey', '.', 'reply', 'pa', '..']"
ham,"['hey', 'elain', ',', 'today', ""'s"", 'meet', 'stil', '?']"
ham,"['sorry', ""'ve"", 'gon', 'plac', '.', 'i.ll', 'tomorrow', '.', 'real', 'sorry', '.']"
ham,"['tiim', ""n't"", 'let', 'hug', ""'s"", ""n't"", 'break', 'tear', '.']"
ham,"['tomorrow', 'going', 'the', '.', '.', '.', 'com', 'wherev', 'u', 'cal', '.', '.', '.', 'tel', 'com', 'tomorrow']"
ham,"['elect', 'went', 'fml', '.']"
ham,"['look', 'lik', 'found', 'someth', 'smok', ',', 'gre', 'job', '!']"
ham,"['also', 'andro', 'ic', 'etc', 'etc']"
ham,"[':', ')']"
ham,"['good', 'afternon', ',', 'lov', '.', 'today', '?', 'hop', 'good', 'mayb', 'interview', '.', 'wak', 'miss', 'bab', '.', 'pass', 'kiss', 'across', 'sea']"
ham,"['yup', '.', 'wun', 'believ', 'wat', '?', 'u', 'real', 'nev', 'c', 'e', 'msg', 'sent', 'shuhu', '?']"
ham,"['how', 'watch', 'res']"
ham,"['dear', 'umm', 'cal', ':', '-', ')']"
ham,"['fin', '.', 'miss', 'plenty']"
spam,"['comply', '4', 'star', 'ibiz', 'holiday', 'a10,000', 'cash', 'nee', 'urg', 'collect', '.', '09066364349', 'landlin', 'los', '!', 'box434sk38wp150ppm18+']"
ham,"['wel', ',', 'meant', 'oppos', 'drunk', 'night']"
ham,"['k', '...', 'must', 'book', 'huh', '?', 'going', 'yog', 'bas', 'sunday', '?']"
spam,"['fre', 'msg', ':', 'bil', 'mobl', 'numb', 'mistak', 'shortcod', '83332.please', 'cal', '08081263000', 'charg', 'refunded.this', 'cal', 'fre', 'bt', 'landlin']"
ham,"['ok', '...']"
ham,"['oop', '-', 'mum', ""'s"", 'somerset', '...', 'bit', 'far', '!', 'back', 'tomo', ',', 'see', 'soon', 'x']"
ham,"['u', 'workin', 'overtim', 'nigpun', '?']"
ham,"['kal', 'dismiss', '2nd', 'test', ':', '-', ')', '.']"
ham,"['o.', 'guess', 'got', 'screwd']"
spam,"['pleas', 'cal', '08712402972', 'immedy', 'urg', 'mess', 'wait']"
ham,"[""'m"", 'meet', ',', 'cal', 'lat']"
ham,"['r', 'u', 'cook', 'din', '?']"
ham,"['ok', 'thanx', '...']"
ham,"['bul', '.', 'plan', 'go', 'flo', 'ike', 'without', 'car', 'world', '.', 'liv', 'mess', 'anoth', 'day', '.']"
ham,"['buy', '.']"
spam,"['urg', '!', 'mobl', 'numb', 'award', 'a2000', 'bon', 'cal', 'priz', '.', 'cal', '09058095201', 'land', 'lin', '.', 'valid', '12hrs']"
ham,"['heeh', 'funny', 'tho']"
ham,"['simpl', 'arithmet', 'perc', '.']"
ham,"['yeah', 'would', ""n't"", 'leav', 'hour', 'least', ',', ""'s"", '4', 'sound', '?']"
spam,"['valu', 'custom', ',', 'pleas', 'adv', 'follow', 'rec', 'review', 'mob', '.', 'award', 'a1500', 'bon', 'priz', ',', 'cal', '09066364589']"
ham,"['thank', 'honey', '.', 'gre', 'day', '.']"
ham,"[""'an"", 'amaz', 'quot', '``', '-', '\\sometimes', 'lif', 'difficult', 'decid', 'what', 'wrong', '!', '!', 'lie', 'bring', 'smil', 'tru', 'bring', 'tear', '....', '\\', '``', '``']"
ham,"['good', 'night', 'dear', '..', 'sleepwel', '&', 'amp', ';', 'tak', 'car']"
ham,"['i_', 'ask', 'dad', 'pick', 'i_', 'lar', '...', 'ii', 'wan', '2', 'stay', '6', 'meh', '...']"
ham,"['jus', 'chillaxin', ',']"
ham,"['\\hey', 'das', 'cool', '...', 'iknow', '2', 'welld', 'peril', 'studentfin', 'cris', '!', 'spk', '2', 'u', 'l8r.\\', '``', '``']"
ham,"['beauty', 'tru', 'grav', '..', 'read', 'car', ':', '\\our', 'heart', 'feel', 'light', 'someon', '..', 'feel', 'heavy', 'someon', 'leav', '..', '\\', '``', 'goodmorn', '``']"
spam,"['want', 'new', 'nok', '3510i', 'colo', 'phon', 'deliveredtomorrow', '?', '300', 'fre', 'minut', 'mobl', '+', '100', 'fre', 'text', '+', 'fre', 'camcord', 'reply', 'cal', '08000930705']"
ham,"['what', 'com', 'hil', '.....', 'monst', '!', 'hop', 'gre', 'day', '.', 'thing', 'r', 'going', 'fin', ',', 'busy', 'though', '!']"
ham,"['joy', ""'s"", 'fath', 'john', '.', 'john', '____', 'joy', ""'s"", 'fath', '.', 'u', 'an', 'ths', 'hav', '&', 'lt', ';', '#', '&', 'gt', ';', 'iq', '.', 'tis', 'ia', 'quest', 'try', 'answ', '.']"
ham,"['il', 'obey', '.']"
ham,"['didnt', '.', 'search', 'onlin', 'let', 'know', '.']"
ham,"['nee', 'go', 'get', '?']"
ham,"['pic', '.', 'pleas', 're-send', '.']"
ham,"['remain', 'bro', 'amongst', 'bro']"
ham,"['uhhhhrm', 'isnt', 'tb', 'test', 'bad', 'yo', 'sick']"
ham,"['haf', 'enuff', 'spac', 'got', 'lik', '4', 'mb', '...']"
spam,"['lif', 'nev', 'much', 'fun', 'gre', 'cam', '.', 'mad', 'tru', 'spec', '.', 'wo', ""n't"", 'forget', '!', 'enjoy', '@', 'on', 'gbp/sms']"
spam,"['want', 'new', 'video', 'phon', '?', '600', 'anytim', 'network', 'min', '400', 'includ', 'video', 'cal', 'download', '5', 'per', 'week', 'fre', 'deltomorrow', 'cal', '08002888812', 'reply']"
spam,"['valu', 'custom', ',', 'pleas', 'adv', 'follow', 'rec', 'review', 'mob', '.', 'award', 'a1500', 'bon', 'priz', ',', 'cal', '09066368470']"
spam,"['welcom', '!', 'pleas', 'reply', 'ag', 'gend', 'begin', '.', 'e.g', '24m']"
spam,"['freemsg', ':', '1-month', 'unlimit', 'fre', 'cal', '!', 'act', 'smartcal', 'txt', ':', 'cal', ':', '68866.', 'subscriptn3gbp/wk', 'unlimit', 'cal', 'help', ':', '08448714184', 'stop', '?', 'txt', 'stop', 'landlineon']"
spam,"['mobl', '10', 'mths', '?', 'upd', 'latest', 'orang', 'camera/video', 'phon', 'fre', '.', 'sav', 'fre', 'texts/weekend', 'cal', '.', 'text', 'ye', 'callback', 'orno', 'opt']"
spam,"['new', '2', 'club', '&', 'dont', 'fink', 'met', 'yet', 'b', 'gr8', '2', 'c', 'u', 'pleas', 'leav', 'msg', '2day', 'wiv', 'ur', 'are', '09099726553', 'reply', 'prom', 'car', 'x', 'callsa1/minmobsmore', 'lkpobox177hp51fl']"
ham,"['tru', '.', 'easy', '.']"
ham,"['sur', 'sint', 'par', 'work', 'tuesday', ""n't"", 'real', 'nee', 'cov', 'story']"
ham,"['hah', 'okay', '...', 'today', 'weekend', 'leh', '...']"
ham,"['\\hi', 'darlin', 'youphon', '?', 'im', 'athom', 'youwann', 'chat.\\', '``', '``']"
ham,"[""n't"", 'know', 'jack', 'shit', 'anyth', ""'d"", 'say/ask', 'someth', 'help', 'want', 'pretend', 'text', 'whatev', 'respons', 'hypotheticalhuagauahahuagahyuhagg']"
ham,"[""'ve"", 'alway', 'brainy', 'on', '.']"
ham,"['yeah', 'get', 'random', 'dud', 'nee', 'chang', 'info', 'sheet', 'party', '&', 'lt', ';', '#', '&', 'gt', ';', '/7', 'nev', 'study', 'saf']"
spam,"['camer', '-', 'award', 'sipix', 'digit', 'camer', '!', 'cal', '09061221066', 'from', 'landlin', '.', 'delivery', 'within', '28', 'day', '.']"
ham,"['christmas', 'occas', 'celebr', 'reflect', 'ur', '...', 'valu', '...', ',', 'desir', '...', ',', 'affect', '...', '&', 'amp', ';', 'tradit', '....', 'id', 'christmas', '...']"
ham,"['send', 'greet', 'joy', 'happy', '.', 'gr8', 'ev']"
ham,"['\\hi', 'darlin', 'cantdo', 'anythingtomorrow', 'myp', 'aretak', 'outf', 'meal', '.', 'u', 'fre', '?', 'katexxx\\', '``', '``']"
ham,"['ind', 'win', 'level', 'sery', 'mean', 'record', ':', ')']"
ham,"['plan', '?']"
ham,"['good', 'hear']"
ham,"['awesom', ',', 'deal', 'gat', '?', 'charl', 'told', 'last', 'night', ',', 'uh', ',', 'yeah']"
ham,"['tim', 'thinkin', 'goin', '?']"
spam,"['get', 'fre', 'mobl', 'video', 'play', 'fre', 'movy', '.', 'collect', 'text', 'go', '89105.', 'fre', '!', 'extr', 'film', 'ord', ""'s"", 'c', ""'s"", 'apply', '.', '18', 'yr']"
spam,"['sav', 'money', 'wed', 'lingery', 'www.bridal.petticoatdreams.co.uk', 'choos', 'superb', 'select', 'nat', 'delivery', '.', 'brought', 'weddingfriend']"
ham,"['board', 'work', 'fin', '.', 'issu', 'overh', 'also', 'reslov', '.', 'stil', 'softw', 'inst', 'pend', '.', 'com', 'around', '8', ""'"", 'clock', '.']"
ham,"['ye', ""n't"", 'car', 'caus', 'know', '!']"
ham,"['wiskey', 'brandy', 'rum', 'gin', 'beer', 'vodk', 'scotch', 'shampain', 'win', '\\kudi\\', '``', 'yarasu', 'dhin', 'vaazhthukk', '.', '..', '``']"
ham,"['mon', 'oky', 'lor', '...', 'hah', ',', 'best', 'cheap', 'n', 'gd', 'food', 'la', ',', 'ex', 'oso', 'oky', '...', 'depend', 'wheth', 'wan', 'eat', 'western', 'chines', 'food', '...', 'den', 'u', 'pref', '...']"
ham,"['sit', 'ard', 'noth', 'lor', '.', 'u', 'leh', 'busy', 'w', 'work', '?']"
ham,"['&', 'lt', ';', '#', '&', 'gt', ';', 'k', 'oh', '.', 'send', 'hom', 'sal', '.']"
ham,"['sorry', '.', '||', 'mail', '?', '||']"
ham,"['ya', 'tel', 'abt', 'tht', 'incid', '..']"
ham,"['ye', 'outsid', 'lik', '2', 'hour', '.', 'cal', 'whol', 'famy', 'wak', 'caus', 'start', '1']"
ham,"['ugh', 'got', 'outt', 'class']"
ham,"['nowaday', 'peopl', 'notix', 'laxinorf', 'opportun', 'bambl', 'entrop', '....', 'ev', 'obl', 'opt', 'ur', 'book', 'masteriast', 'amplik', 'fidalf', '?', 'champlaxig', ',', 'think', 'atrocy', '..', 'wotz', 'ur', 'opin', '?', '?', '?', '?', 'junn']"
ham,"['dont', 'fil', 'bag', '..', 'work', 'cal', 'me.i', ""'ll"", 'tel', 'find', 'anyth', 'room', '.']"
ham,"['nee', 'lar', '.', 'jus', 'test', 'e', 'phon', 'card', '.', 'dunno', 'network', 'gd', 'thk', '.', 'wait', '4', 'sis', '2', 'fin', 'bath', 'bath', '.', 'dun', 'disturb', 'u', 'liao', 'u', 'cle', 'ur', 'room', '.']"
ham,"['ok.', 'i.ll', 'right', 'lat', '.']"
ham,"['friend', 'poem', ':', 'dear', 'dear', 'u', 'r', 'near', 'hear', 'dont', 'get', 'fear', 'liv', 'che', 'tear', 'u', 'r', 'alway', 'dear', '.', 'gud', 'ni8']"
ham,"['lunch', 'com', 'quick', 'op', 'door', ':', ')']"
spam,"['heard', 'u4', '.', 'cal', 'night', 'knick', '.', 'mak', 'beg', 'lik', 'u', 'last', 'tim', '01223585236', 'xx', 'luv', 'nikiyu4.net']"
ham,"['back', '.', 'bit', 'long', 'cos', 'accid', 'a30', '.', 'divert', 'via', 'wadebridge.i', 'bril', 'weekend', 'thank', '.', 'speak', 'soon', '.', 'lot', 'lov']"
ham,"['k', '..', 'yan', 'jiu', 'liao', '...', 'sat', 'go', '4', 'bug', 'vil', 'on', 'frm', '10', '3', 'den', 'hop', 'parco', '4', 'nb', '.', 'sun', 'go', 'cin', 'frm', '1030', '2', ',', 'den', 'hop', 'orc', 'mrt', '4', 'hip', 'hop', '4', '...']"
spam,"['bloomberg', '-message', 'cent', '+447797706009', 'wait', '?', 'apply', 'fut', 'bloomberg.com']"
ham,"['seek', 'lady', 'street', 'freak', 'sheet', '.', '?']"
ham,['phon']
ham,"['hah', 'fig', ',', 'wel', 'found', 'piec', 'priscill', ""'s"", 'bowl']"
ham,"['act', 'fuck', ',', 'whatev', ',', 'find', 'excus', 'tamp', 'point', 'janu', 'though']"
spam,"['urg', '!', 'try', 'contact', 'u.', 'today', 'draw', 'show', 'a800', 'priz', 'guarantee', '.', 'cal', '09050001808', 'land', 'lin', '.', 'claim', 'm95', '.', 'valid12hrs']"
ham,"['yay', '!', 'fin', 'lol', '.', 'miss', 'cinem', 'trip', 'last', 'week', ':', '-', '(']"
ham,"['day', 'work', 'day', ':', ')', 'exceiv', 'saturday', 'sunday', '..']"
ham,"['aath', '..', 'dear', '..']"
ham,"['heart', 'empty', 'without', 'lov', '..', 'mind', 'empty', 'without', 'wisdom', '..', 'ey', 'r', 'empty', 'without', 'dream', '&', 'amp', ';', 'lif', 'empty', 'without', 'frnds', '..', 'alwy', 'touch', '.', 'good', 'night', '&', 'amp', ';', 'sweet', 'dream']"
ham,"['think', 'ium', 'wait', 'bus', '!', 'inform', 'get', ',', 'ev', 'get', '.']"
ham,"['get', 'back', 'tim', 'soon', '?']"
ham,"[',', ""'s"", 'thing', '?', 'quick', 'quest', '.']"
ham,"['night', 'end', 'anoth', 'day', ',', 'morn', 'com', 'spec', 'way', '.', 'may', 'smil', 'lik', 'sunny', 'ray', 'leav', 'worry', 'blu', 'blu', 'bay', '.', 'gud', 'mrng']"
ham,"['prob', 'com', ',', 'everybody', ""'s"", 'don', 'around', '&', 'lt', ';', '#', '&', 'gt', ';', 'right', '?']"
ham,"['got', 'new', 'year', 'cos', 'yetund', 'said', 'want', 'surpr', 'didnt', 'see', 'money', 'return', 'mid', 'janu', '&', 'lt', ';', '#', '&', 'gt', ';', 'day', 'return', 'period', 'end', '.']"
ham,"['ask', 'around', ""'s"", 'lot', 'term', 'mid']"
ham,"['sur', 'check', 'yahoo', 'email', '.', 'sent', 'photo', 'yesterday']"
ham,"['look', '?']"
ham,"['wher', ""'s"", 'boytoy', '?', ':', '-', '(']"
spam,"['want', 'new', 'video', 'phone750', 'anytim', 'network', 'min', '150', 'text', 'fiv', 'pound', 'per', 'week', 'cal', '08000776320', 'reply', 'delivery', 'tomorrow']"
ham,"['hello', ',', 'lov', '!', 'goe', 'day', '?', 'wish', 'wel', 'fin', 'bab', 'hop', 'find', 'job', 'prospect', '.', 'miss', ',', 'boytoy', '...', '*', 'teas', 'kiss', '*']"
ham,"['tel', 'bad', 'charact', 'u', 'dnt', 'lik', '.', ""'ll"", 'try', 'chang', '&', 'lt', ';', '#', '&', 'gt', ';', '.', 'ad', 'tat', '2', 'new', 'year', 'resolv', '.', 'wait', 'ur', 'reply.be', 'frank', '...', 'good', 'morn', '.']"
ham,"[':', '-', ')', 'got', 'rumo', 'going', 'buy', 'apart', 'chenna', ':', '-', ')']"
ham,"['yeah', ',', 'prob', 'ear']"
ham,"['chang', 'window', 'logoff', 'sound', '..']"
ham,"['stil', 'check', 'da', '.', '.', '.']"
ham,"[""'m"", 'also', 'cam', 'room', '.']"
ham,"['huh', 'got', 'lesson', '4', 'lei', 'n', 'thinkin', 'going', 'sch', 'ear', 'n', 'tot', 'parkin', 'kent', 'val', '...']"
ham,"['ok', '.']"
ham,"['reach', 'off', 'around', '&', 'lt', ';', 'decim', '&', 'gt', ';', '.', '&', 'amp', ';', 'mobl', 'problem', '.', ""n't"", 'get', 'voic', '.', 'cal', 'as', ""'ll"", 'fre']"
ham,"['cool', ',', 'text', 'head']"
spam,"['contact', 'dat', 'serv', 'someon', 'know', '!', 'find', ',', 'cal', 'land', 'lin', '09050000878.', 'pobox45w2tg150p']"
spam,"['wan2', 'win', 'meet+greet', 'westl', '4', 'u', 'm8', '?', 'cur', 'tour', '?', '1', ')', 'unbreak', ',', '2', ')', 'untam', ',', '3', ')', 'unkempt', '.', 'text', '1,2', '3', '83049.', 'cost', '50p', '+std', 'text']"
ham,"['happy', 'birthday', '...', 'may', 'u', 'find', 'ur', 'print', 'charm', 'soon', 'n', 'dun', 'work', 'hard', '...']"
ham,"['oh', ',', 'grand', 'bit', 'party', ""n't"", 'ment', 'cov', 'charg', ""'s"", 'prob', 'first', 'com', 'first', 'serv']"
ham,"['said', 'went', 'back', 'bed', 'ca', ""n't"", 'sleep', 'anyth', '.']"
ham,"['hop', 'arnt', 'piss', 'id', 'would', 'real', 'lik', 'see', 'tomorrow', '.', 'lov', 'xxxxxxxxxxxxxx']"
spam,"['dorothy', '@', 'kiefer.com', '(', 'bank', 'granit', 'issu', 'strong-buy', ')', 'explod', 'pick', 'memb', '*', '*', '*', '*', '*', '300', '%', '*', '*', '*', '*', '*', '*', '*', '*', '*', '*', '*', 'nasdaq', 'symbol', 'cdgt', '$', '5.00', 'per', '..']"
ham,"['say', '&', 'lt', ';', '#', '&', 'gt', ';', 'year', 'old', 'man', 'money', '.', ""'m"", 'last', '&', 'lt', ';', '#', '&', 'gt', ';', '.', 'stil', 'wait', 'check', '.']"
ham,"['com', 'ur', 'hom']"
ham,"['fre', 'day', 'fin', '6', 'mon', 'n', 'thur', '...']"
ham,['food']
ham,"['lif', 'al', 'mon', ',', 'eppol', 'oru', 'pol', 'allalo']"
ham,"['nit', '...']"
ham,"['two', 'funda', 'cool', 'lif', ':', '\\walk']"
ham,"['camer', 'quit', 'good', ',', '10.1mega', 'pixel', ',', '3optical', '5digital', 'doom', '.', 'lov', 'holiday', ',', 'saf', 'hop', 'hav', 'good', 'journey', '!', 'happy', 'new', 'year', '!', 'see', 'coupl', 'week', '!']"
ham,"['hi', 'petey', '!', 'noiaom', 'ok', 'want', '2', 'chat', 'coz', 'av', 'spok', '2', 'u', '4', 'long', 'time-hop', 'ur', 'doin', 'alrite.hav', 'good', 'nit', 'js', 'lov', 'ya', 'am.x']"
ham,"['saw', 'ron', 'burgundy', 'captain', 'party', 'boat', 'yeah']"
ham,"[""'m"", 'sery', '.', 'money', 'bas']"
ham,"['already', 'on', 'guy', 'lov', ':', '-', '.']"
ham,"['staff', 'plac', 'train', 'amrit', 'colleg', '.']"
ham,"['alway', 'chat', '.', 'fact', 'nee', 'money', 'rais', '?']"
ham,"[""'m"", 'job', 'profil', 'seem', 'lik', 'bpo', '..']"
ham,"['wel', ',', 'giv', 'cos', 'said', 'didnut', 'on', 'night', '.', 'persev', 'found', 'on', 'cheap', 'apolog', 'adv', '.', 'somewh', 'sleep', 'isnt', '?']"
ham,"['think', 'act', 'talk', '?', 'cal', 'boss', 'morn', '?', 'went', 'plac', 'last', 'year', 'told', 'could', 'go', 'get', 'car', 'fix', 'cheap', '.', 'kept', 'tel', 'today', 'much', 'hop', 'would', 'com', 'back', ',', 'alway', 'regret', 'get', 'numb', ',', 'etc', '.']"
ham,"['wil', 'go', 'ap', 'class', '.']"
ham,"['hang', 'broth', 'famy']"
ham,"['reach', '9', '.', 'tel', '.', 'dont', 'know']"
ham,"['hey', '...', 'going', 'quit', 'soon', '?', 'xuhu', 'work', 'til', 'end', 'mon']"
ham,"['im', 'sorry', 'bout', 'last', 'nit', 'wasnaot', 'ur', 'fault', ',', 'spous', 'pmt', 'sumthin', '!', 'u', '4give', '?', 'think', 'u', 'shldxxxx']"
